year,support,municipality,canton,party
2015,0.325,5091,TI,9
1975,0.626,5511,VD,8
1979,0.671,5511,VD,8
1983,0.596,5511,VD,8
1987,0.492,5511,VD,8
1991,0.434,5511,VD,8
1995,0.536,5511,VD,8
1999,0.35,5511,VD,8
2003,0.241,5511,VD,8
2007,0.231,5511,VD,8
2011,0.226,5511,VD,11
2015,0.269,5511,VD,9
1975,0.407,5146,TI,9
1979,0.415,5146,TI,9
1983,0.391,5146,TI,9
1987,0.313,5146,TI,9
1991,0.39,5146,TI,10
1995,0.409,5146,TI,9
1999,0.261,5146,TI,2
2003,0.298,5146,TI,2
2007,0.243,5146,TI,11
2011,0.21,5146,TI,2
2015,0.293,5146,TI,10
1975,0.464,2321,FR,8
1979,0.387,2321,FR,8
1983,0.31,2321,FR,11
1987,0.285,2321,FR,11
1991,0.307,2321,FR,11
1995,0.272,2321,FR,8
1999,0.311,2321,FR,8
2003,0.296,2321,FR,2
2007,0.29,2321,FR,11
2011,0.299,2321,FR,2
2015,0.28,2321,FR,11
1975,0.479,4272,AG,11
1979,0.494,4272,AG,11
1983,0.478,4272,AG,11
1987,0.522,4272,AG,11
1991,0.406,4272,AG,11
1995,0.34,4272,AG,11
1999,0.59,4272,AG,11
2003,0.536,4272,AG,11
2007,0.518,4272,AG,11
2011,0.577,4272,AG,11
2015,0.621,4272,AG,11
1975,0.823,1203,UR,9
1979,0.437,1203,UR,7
1983,0.889,1203,UR,9
1987,0.887,1203,UR,9
1991,0.948,1203,UR,9
1995,0.886,1203,UR,9
1999,0.87,1203,UR,9
2003,0.42,1203,UR,11
2007,0.897,1203,UR,9
2011,0.828,1203,UR,9
2015,0.423,1203,UR,11
1975,0.513,971,BE,2
1979,0.44,971,BE,2
1983,0.447,971,BE,2
1987,0.363,971,BE,11
1991,0.318,971,BE,2
1995,0.363,971,BE,11
1999,0.409,971,BE,11
2003,0.426,971,BE,11
2007,0.467,971,BE,11
2011,0.366,971,BE,11
2015,0.479,971,BE,11
1975,0.482,3231,SG,8
1979,0.444,3231,SG,8
1983,0.425,3231,SG,8
1987,0.426,3231,SG,8
1991,0.365,3231,SG,8
1995,0.329,3231,SG,8
1999,0.301,3231,SG,11
2003,0.351,3231,SG,11
2007,0.396,3231,SG,11
2011,0.343,3231,SG,11
2015,0.401,3231,SG,11
1975,0.297,5422,VD,9
1979,0.3,5422,VD,9
1983,0.341,5422,VD,9
1987,0.325,5422,VD,9
1991,0.26,5422,VD,9
1995,0.232,5422,VD,9
1999,0.264,5422,VD,2
2003,0.191,5422,VD,11
2007,0.209,5422,VD,2
2011,0.24,5422,VD,2
2015,0.316,5422,VD,9
1975,0.651,2061,FR,8
1979,0.472,2061,FR,11
1983,0.435,2061,FR,11
1987,0.45,2061,FR,11
1991,0.402,2061,FR,8
1995,0.409,2061,FR,8
1999,0.533,2061,FR,8
2003,0.364,2061,FR,8
2007,0.457,2061,FR,11
2011,0.361,2061,FR,11
2015,0.423,2061,FR,11
1975,0.352,4091,AG,2
1979,0.336,4091,AG,2
1983,0.333,4091,AG,2
1987,0.253,4091,AG,9
1991,0.192,4091,AG,9
1995,0.218,4091,AG,11
1999,0.343,4091,AG,11
2003,0.308,4091,AG,11
2007,0.316,4091,AG,11
2011,0.315,4091,AG,11
2015,0.376,4091,AG,11
1975,0.432,2822,BL,2
1979,0.432,2822,BL,2
1983,0.503,2822,BL,2
1987,0.305,2822,BL,2
1991,0.293,2822,BL,2
1995,0.262,2822,BL,2
1999,0.256,2822,BL,2
2003,0.321,2822,BL,11
2007,0.372,2822,BL,11
2011,0.265,2822,BL,11
2015,0.333,2822,BL,11
1975,0.939,6191,VS,8
1979,0.806,6191,VS,8
1983,0.835,6191,VS,8
1987,0.799,6191,VS,8
1991,0.808,6191,VS,8
1995,0.777,6191,VS,8
1999,0.711,6191,VS,8
2003,0.698,6191,VS,8
2007,0.673,6191,VS,8
2011,0.704,6191,VS,8
2015,0.639,6191,VS,8
1975,0.757,322,BE,11
1979,0.696,322,BE,11
1983,0.661,322,BE,11
1987,0.554,322,BE,11
1991,0.548,322,BE,11
1995,0.571,322,BE,11
1999,0.642,322,BE,11
2003,0.549,322,BE,11
2007,0.576,322,BE,11
2011,0.475,322,BE,11
2015,0.584,322,BE,11
1975,0.815,2173,FR,8
1979,0.645,2173,FR,8
1983,0.337,2173,FR,8
1987,0.316,2173,FR,8
1991,0.36,2173,FR,8
1995,0.332,2173,FR,8
1999,0.346,2173,FR,8
2003,0.282,2173,FR,8
2007,0.291,2173,FR,11
2011,0.286,2173,FR,11
2015,0.316,2173,FR,11
1975,0.618,4223,AG,8
1979,0.581,4223,AG,8
1983,0.664,4223,AG,8
1987,0.542,4223,AG,8
1991,0.506,4223,AG,8
1995,0.487,4223,AG,8
1999,0.365,4223,AG,8
2003,0.372,4223,AG,8
2007,0.359,4223,AG,11
2011,0.371,4223,AG,11
2015,0.422,4223,AG,11
1975,0.475,5324,TI,8
1979,0.411,5324,TI,8
1983,0.367,5324,TI,8
1987,0.394,5324,TI,8
1991,0.339,5324,TI,8
1995,0.45,5324,TI,8
1999,0.348,5324,TI,8
2003,0.337,5324,TI,2
2007,0.279,5324,TI,8
2011,0.246,5324,TI,8
2015,0.267,5324,TI,8
1975,0.286,5451,VD,2
1979,0.298,5451,VD,2
1983,0.338,5451,VD,9
1987,0.343,5451,VD,9
1991,0.311,5451,VD,9
1995,0.302,5451,VD,9
1999,0.311,5451,VD,9
2003,0.279,5451,VD,2
2007,0.28,5451,VD,2
2011,0.278,5451,VD,2
2015,0.275,5451,VD,11
1975,0.901,3681,GR,11
1979,0.932,3681,GR,11
1983,0.942,3681,GR,11
1987,0.9,3681,GR,11
1991,0.756,3681,GR,11
1995,0.656,3681,GR,11
1999,0.516,3681,GR,11
2003,0.75,3681,GR,11
2007,0.702,3681,GR,11
2011,0.37,3681,GR,11
2015,0.327,3681,GR,6
1975,0.481,2174,FR,8
1979,0.386,2174,FR,8
1983,0.395,2174,FR,8
1987,0.394,2174,FR,8
1991,0.411,2174,FR,8
1995,0.406,2174,FR,8
1999,0.352,2174,FR,8
2003,0.267,2174,FR,8
2007,0.264,2174,FR,2
2011,0.276,2174,FR,2
2015,0.244,2174,FR,2
1975,0.302,6603,GE,2
1979,0.252,6603,GE,2
1983,0.235,6603,GE,9
1987,0.247,6603,GE,2
1991,0.299,6603,GE,2
1995,0.319,6603,GE,2
1999,0.252,6603,GE,2
2003,0.285,6603,GE,2
2007,0.218,6603,GE,2
2011,0.219,6603,GE,2
2015,0.246,6603,GE,2
1975,0.4,6604,GE,8
1979,0.366,6604,GE,8
1983,0.317,6604,GE,8
1987,0.278,6604,GE,8
1991,0.315,6604,GE,8
1995,0.291,6604,GE,8
1999,0.233,6604,GE,8
2003,0.184,6604,GE,2
2007,0.212,6604,GE,8
2011,0.206,6604,GE,9
2015,0.23,6604,GE,9
1975,0.474,6082,VS,8
1979,0.521,6082,VS,8
1983,0.506,6082,VS,8
1987,0.558,6082,VS,8
1991,0.477,6082,VS,8
1995,0.458,6082,VS,8
1999,0.479,6082,VS,8
2003,0.435,6082,VS,8
2007,0.389,6082,VS,8
2011,0.381,6082,VS,8
2015,0.357,6082,VS,8
1975,0.44,1701,ZG,2
1979,0.363,1701,ZG,2
1983,0.339,1701,ZG,9
1987,0.367,1701,ZG,9
1991,0.388,1701,ZG,9
1995,0.244,1701,ZG,8
1999,0.279,1701,ZG,9
2003,0.302,1701,ZG,11
2007,0.312,1701,ZG,11
2011,0.313,1701,ZG,11
2015,0.326,1701,ZG,11
1975,0.259,51,ZH,2
1979,0.293,51,ZH,2
1983,0.264,51,ZH,2
1987,0.241,51,ZH,11
1991,0.265,51,ZH,11
1995,0.297,51,ZH,11
1999,0.367,51,ZH,11
2003,0.379,51,ZH,11
2007,0.379,51,ZH,11
2011,0.346,51,ZH,11
2015,0.354,51,ZH,11
1975,0.668,81,ZH,11
1979,0.722,81,ZH,11
1983,0.453,81,ZH,11
1987,0.52,81,ZH,11
1991,0.461,81,ZH,11
1995,0.512,81,ZH,11
1999,0.626,81,ZH,11
2003,0.543,81,ZH,11
2007,0.551,81,ZH,11
2011,0.525,81,ZH,11
2015,0.543,81,ZH,11
1975,0.444,3291,SG,8
1979,0.408,3291,SG,8
1983,0.374,3291,SG,8
1987,0.441,3291,SG,8
1991,0.378,3291,SG,8
1995,0.358,3291,SG,8
1999,0.277,3291,SG,11
2003,0.358,3291,SG,11
2007,0.403,3291,SG,11
2011,0.333,3291,SG,11
2015,0.376,3291,SG,11
1975,0.283,4323,AG,2
1979,0.304,4323,AG,2
1983,0.298,4323,AG,8
1987,0.246,4323,AG,8
1991,0.262,4323,AG,8
1995,0.297,4323,AG,8
1999,0.293,4323,AG,11
2003,0.297,4323,AG,11
2007,0.346,4323,AG,11
2011,0.364,4323,AG,11
2015,0.396,4323,AG,11
1975,0.271,4021,AG,8
1979,0.295,4021,AG,8
1983,0.266,4021,AG,8
1987,0.258,4021,AG,9
1991,0.216,4021,AG,9
1995,0.255,4021,AG,2
1999,0.259,4021,AG,2
2003,0.301,4021,AG,2
2007,0.247,4021,AG,2
2011,0.251,4021,AG,2
2015,0.227,4021,AG,2
1975,0.671,6031,VS,8
1979,0.653,6031,VS,8
1983,0.633,6031,VS,8
1987,0.681,6031,VS,8
1991,0.598,6031,VS,8
1995,0.53,6031,VS,8
1999,0.559,6031,VS,8
2003,0.552,6031,VS,8
2007,0.48,6031,VS,8
2011,0.415,6031,VS,8
2015,0.414,6031,VS,8
1975,0.597,4301,AG,8
1979,0.615,4301,AG,8
1983,0.584,4301,AG,8
1987,0.383,4301,AG,8
1991,0.267,4301,AG,11
1995,0.251,4301,AG,11
1999,0.404,4301,AG,11
2003,0.418,4301,AG,11
2007,0.455,4301,AG,11
2011,0.446,4301,AG,11
2015,0.446,4301,AG,11
1975,0.312,5242,TI,9
1979,0.318,5242,TI,9
1983,0.351,5242,TI,9
1987,0.351,5242,TI,8
1991,0.284,5242,TI,9
1995,0.298,5242,TI,9
1999,0.282,5242,TI,9
2003,0.315,5242,TI,2
2007,0.262,5242,TI,9
2011,0.225,5242,TI,9
2015,0.249,5242,TI,10
1975,0.421,3232,SG,9
1979,0.391,3232,SG,9
1983,0.396,3232,SG,9
1987,0.373,3232,SG,8
1991,0.333,3232,SG,8
1995,0.252,3232,SG,8
1999,0.286,3232,SG,11
2003,0.327,3232,SG,11
2007,0.33,3232,SG,11
2011,0.29,3232,SG,11
2015,0.363,3232,SG,11
1975,0.36,5744,VD,2
1979,0.273,5744,VD,9
1983,0.282,5744,VD,9
1987,0.324,5744,VD,2
1991,0.336,5744,VD,2
1995,0.271,5744,VD,2
1999,0.275,5744,VD,2
2003,0.229,5744,VD,2
2007,0.279,5744,VD,11
2011,0.329,5744,VD,11
2015,0.381,5744,VD,11
1975,0.328,5423,VD,11
1979,0.35,5423,VD,9
1983,0.461,5423,VD,9
1987,0.376,5423,VD,9
1991,0.276,5423,VD,9
1995,0.382,5423,VD,9
1999,0.283,5423,VD,9
2003,0.313,5423,VD,11
2007,0.362,5423,VD,11
2011,0.342,5423,VD,11
2015,0.329,5423,VD,11
1975,0.77,1023,LU,8
1979,0.771,1023,LU,8
1983,0.705,1023,LU,8
1987,0.639,1023,LU,8
1991,0.695,1023,LU,8
1995,0.494,1023,LU,8
1999,0.403,1023,LU,8
2003,0.355,1023,LU,8
2007,0.347,1023,LU,11
2011,0.358,1023,LU,11
2015,0.403,1023,LU,11
1975,0.504,2541,SO,9
1979,0.498,2541,SO,9
1983,0.448,2541,SO,9
1987,0.421,2541,SO,9
1991,0.323,2541,SO,9
1995,0.24,2541,SO,9
1999,0.342,2541,SO,2
2003,0.288,2541,SO,9
2007,0.258,2541,SO,8
2011,0.252,2541,SO,11
2015,0.306,2541,SO,11
1975,0.499,2422,SO,9
1979,0.474,2422,SO,9
1983,0.394,2422,SO,8
1987,0.392,2422,SO,8
1991,0.345,2422,SO,9
1995,0.272,2422,SO,8
1999,0.28,2422,SO,9
2003,0.265,2422,SO,8
2007,0.3,2422,SO,11
2011,0.31,2422,SO,8
2015,0.317,2422,SO,11
1975,0.885,6281,VS,8
1979,0.71,6281,VS,8
1983,0.661,6281,VS,8
1987,0.521,6281,VS,8
1991,0.654,6281,VS,8
1995,0.589,6281,VS,8
1999,0.635,6281,VS,8
2003,0.569,6281,VS,8
2007,0.581,6281,VS,8
2011,0.637,6281,VS,8
2015,0.542,6281,VS,8
1975,0.484,323,BE,2
1979,0.445,323,BE,2
1983,0.423,323,BE,2
1987,0.364,323,BE,11
1991,0.323,323,BE,11
1995,0.313,323,BE,11
1999,0.304,323,BE,2
2003,0.383,323,BE,11
2007,0.477,323,BE,11
2011,0.38,323,BE,11
2015,0.505,323,BE,11
1975,0.413,6605,GE,8
1979,0.439,6605,GE,8
1983,0.293,6605,GE,8
1987,0.297,6605,GE,8
1991,0.332,6605,GE,8
1995,0.254,6605,GE,8
1999,0.263,6605,GE,8
2003,0.251,6605,GE,8
2007,0.235,6605,GE,8
2011,0.244,6605,GE,8
2015,0.256,6605,GE,8
1975,0.335,111,ZH,11
1979,0.336,111,ZH,11
1983,0.289,111,ZH,11
1987,0.25,111,ZH,11
1991,0.263,111,ZH,11
1995,0.325,111,ZH,11
1999,0.437,111,ZH,11
2003,0.416,111,ZH,11
2007,0.462,111,ZH,11
2011,0.397,111,ZH,11
2015,0.433,111,ZH,11
1975,0.589,302,BE,11
1979,0.618,302,BE,11
1983,0.536,302,BE,11
1987,0.549,302,BE,11
1991,0.477,302,BE,11
1995,0.445,302,BE,11
1999,0.394,302,BE,11
2003,0.38,302,BE,11
2007,0.399,302,BE,11
2011,0.323,302,BE,11
2015,0.39,302,BE,11
1975,0.429,2931,SH,7
1979,0.384,2931,SH,2
1983,0.425,2931,SH,11
1987,0.479,2931,SH,2
1991,0.264,2931,SH,11
1995,0.427,2931,SH,11
1999,0.542,2931,SH,11
2003,0.417,2931,SH,11
2007,0.652,2931,SH,11
2011,0.702,2931,SH,11
2015,0.683,2931,SH,11
1975,0.389,403,BE,2
1979,0.369,403,BE,11
1983,0.345,403,BE,11
1987,0.277,403,BE,11
1991,0.285,403,BE,11
1995,0.264,403,BE,11
1999,0.312,403,BE,11
2003,0.367,403,BE,11
2007,0.39,403,BE,11
2011,0.296,403,BE,11
2015,0.368,403,BE,11
1975,0.44,2611,SO,8
1979,0.465,2611,SO,8
1983,0.524,2611,SO,8
1987,0.427,2611,SO,8
1991,0.431,2611,SO,9
1995,0.379,2611,SO,8
1999,0.352,2611,SO,8
2003,0.356,2611,SO,11
2007,0.355,2611,SO,11
2011,0.323,2611,SO,11
2015,0.38,2611,SO,11
1975,0.52,2162,FR,8
1979,0.583,2162,FR,8
1983,0.526,2162,FR,8
1987,0.463,2162,FR,8
1991,0.484,2162,FR,8
1995,0.514,2162,FR,8
1999,0.539,2162,FR,8
2003,0.344,2162,FR,8
2007,0.39,2162,FR,8
2011,0.311,2162,FR,2
2015,0.321,2162,FR,8
1975,0.555,4536,TG,11
1979,0.617,4536,TG,11
1983,0.572,4536,TG,11
1987,0.365,4536,TG,11
1991,0.347,4536,TG,11
1995,0.444,4536,TG,11
1999,0.367,4536,TG,11
2003,0.517,4536,TG,11
2007,0.553,4536,TG,11
2011,0.458,4536,TG,11
2015,0.523,4536,TG,11
1975,0.341,2701,BS,2
1979,0.34,2701,BS,2
1983,0.318,2701,BS,2
1987,0.266,2701,BS,2
1991,0.261,2701,BS,2
1995,0.368,2701,BS,2
1999,0.347,2701,BS,2
2003,0.427,2701,BS,2
2007,0.371,2701,BS,2
2011,0.307,2701,BS,2
2015,0.351,2701,BS,2
1975,0.494,6807,JU,8
1979,0.52,6807,JU,8
1983,0.354,6807,JU,9
1987,0.495,6807,JU,8
1991,0.498,6807,JU,8
1995,0.532,6807,JU,8
1999,0.529,6807,JU,8
2003,0.494,6807,JU,8
2007,0.457,6807,JU,8
2011,0.49,6807,JU,8
2015,0.477,6807,JU,8
1975,0.238,52,ZH,2
1979,0.269,52,ZH,2
1983,0.229,52,ZH,9
1987,0.198,52,ZH,9
1991,0.218,52,ZH,11
1995,0.251,52,ZH,2
1999,0.31,52,ZH,11
2003,0.351,52,ZH,11
2007,0.372,52,ZH,11
2011,0.32,52,ZH,11
2015,0.371,52,ZH,11
1975,0.37,5703,VD,9
1979,0.275,5703,VD,2
1983,0.485,5703,VD,9
1987,0.363,5703,VD,9
1991,0.262,5703,VD,9
1995,0.237,5703,VD,2
1999,0.195,5703,VD,9
2003,0.24,5703,VD,11
2007,0.218,5703,VD,2
2011,0.318,5703,VD,11
2015,0.299,5703,VD,11
1975,0.484,533,BE,2
1979,0.441,533,BE,2
1983,0.418,533,BE,2
1987,0.337,533,BE,11
1991,0.294,533,BE,11
1995,0.333,533,BE,2
1999,0.368,533,BE,2
2003,0.341,533,BE,11
2007,0.325,533,BE,11
2011,0.257,533,BE,11
2015,0.303,533,BE,11
1975,0.399,2471,SO,9
1979,0.444,2471,SO,9
1983,0.519,2471,SO,9
1987,0.391,2471,SO,9
1991,0.313,2471,SO,9
1995,0.297,2471,SO,2
1999,0.346,2471,SO,9
2003,0.268,2471,SO,2
2007,0.321,2471,SO,11
2011,0.24,2471,SO,2
2015,0.3,2471,SO,11
1975,0.968,1204,UR,9
1979,0.553,1204,UR,9
1983,0.925,1204,UR,9
1987,0.945,1204,UR,9
1991,1,1204,UR,9
1995,0.974,1204,UR,9
1999,0.845,1204,UR,9
2003,0.403,1204,UR,9
2007,1,1204,UR,9
2011,0.683,1204,UR,9
2015,0.406,1204,UR,11
1975,0.35,5745,VD,9
1979,0.355,5745,VD,9
1983,0.322,5745,VD,9
1987,0.322,5745,VD,9
1991,0.301,5745,VD,9
1995,0.287,5745,VD,2
1999,0.258,5745,VD,9
2003,0.276,5745,VD,2
2007,0.274,5745,VD,2
2011,0.281,5745,VD,11
2015,0.345,5745,VD,11
1975,0.304,297,ZH,11
1979,0.302,297,ZH,11
1983,0.296,297,ZH,11
1987,0.285,297,ZH,11
1991,0.273,297,ZH,11
1995,0.36,297,ZH,11
1999,0.486,297,ZH,11
2003,0.449,297,ZH,11
2007,0.455,297,ZH,11
2011,0.426,297,ZH,11
2015,0.456,297,ZH,11
1975,0.428,5746,VD,2
1979,0.382,5746,VD,2
1983,0.298,5746,VD,11
1987,0.25,5746,VD,11
1991,0.251,5746,VD,2
1995,0.294,5746,VD,2
1999,0.253,5746,VD,11
2003,0.348,5746,VD,11
2007,0.366,5746,VD,11
2011,0.334,5746,VD,11
2015,0.402,5746,VD,11
1975,0.396,NA,NA,9
1975,0.537,571,BE,11
1979,0.606,571,BE,11
1983,0.504,571,BE,11
1987,0.496,571,BE,11
1991,0.424,571,BE,11
1995,0.411,571,BE,11
1999,0.47,571,BE,11
2003,0.433,571,BE,11
2007,0.507,571,BE,11
2011,0.465,571,BE,11
2015,0.506,571,BE,11
1975,0.976,1501,NW,8
1979,0.469,1501,NW,9
1983,0.943,1501,NW,8
1987,0.968,1501,NW,8
1991,0.983,1501,NW,8
1995,0.434,1501,NW,9
1999,0.892,1501,NW,9
2003,0.877,1501,NW,9
2011,0.481,1501,NW,11
2015,0.839,1501,NW,11
1975,0.351,5148,TI,8
1979,0.358,5148,TI,8
1983,0.332,5148,TI,9
1987,0.331,5148,TI,8
1991,0.316,5148,TI,10
1995,0.267,5148,TI,9
1999,0.274,5148,TI,9
2003,0.309,5148,TI,9
2007,0.297,5148,TI,9
2011,0.275,5148,TI,10
2015,0.294,5148,TI,10
1975,0.405,5149,TI,8
1979,0.458,5149,TI,8
1983,0.434,5149,TI,8
1987,0.482,5149,TI,8
1991,0.362,5149,TI,8
1995,0.323,5149,TI,8
1999,0.283,5149,TI,8
2003,0.32,5149,TI,2
2007,0.242,5149,TI,8
2011,0.218,5149,TI,2
2015,0.264,5149,TI,10
1975,0.821,5063,TI,8
1979,0.581,5063,TI,8
1983,0.519,5063,TI,8
1987,0.538,5063,TI,8
1991,0.606,5063,TI,8
1995,0.638,5063,TI,8
1999,0.516,5063,TI,8
2003,0.494,5063,TI,8
2007,0.503,5063,TI,8
2011,0.488,5063,TI,8
2015,0.468,5063,TI,8
1975,0.682,2951,SH,9
1979,0.642,2951,SH,11
1983,0.642,2951,SH,11
1987,0.569,2951,SH,11
1991,0.683,2951,SH,11
1995,0.548,2951,SH,11
1999,0.531,2951,SH,11
2003,0.627,2951,SH,11
2007,0.677,2951,SH,11
2011,0.76,2951,SH,11
2015,0.664,2951,SH,11
1975,0.312,5704,VD,9
1979,0.33,5704,VD,9
1983,0.334,5704,VD,9
1987,0.237,5704,VD,9
1991,0.28,5704,VD,9
1995,0.198,5704,VD,9
1999,0.199,5704,VD,9
2003,0.269,5704,VD,11
2007,0.255,5704,VD,11
2011,0.291,5704,VD,11
2015,0.27,5704,VD,9
1975,0.705,4224,AG,8
1979,0.695,4224,AG,8
1983,0.644,4224,AG,8
1987,0.562,4224,AG,8
1991,0.437,4224,AG,8
1995,0.44,4224,AG,8
1999,0.432,4224,AG,11
2003,0.402,4224,AG,11
2007,0.417,4224,AG,11
2011,0.425,4224,AG,11
2015,0.471,4224,AG,11
1975,0.676,2612,SO,8
1979,0.643,2612,SO,8
1983,0.642,2612,SO,8
1987,0.6,2612,SO,8
1991,0.508,2612,SO,8
1995,0.547,2612,SO,8
1999,0.522,2612,SO,8
2003,0.454,2612,SO,8
2007,0.48,2612,SO,9
2011,0.482,2612,SO,9
2015,0.343,2612,SO,8
1975,0.326,4131,AG,2
1979,0.364,4131,AG,2
1983,0.36,4131,AG,2
1987,0.273,4131,AG,9
1991,0.229,4131,AG,2
1995,0.204,4131,AG,2
1999,0.302,4131,AG,11
2003,0.352,4131,AG,11
2007,0.376,4131,AG,11
2011,0.342,4131,AG,11
2015,0.373,4131,AG,11
1975,0.463,2175,FR,8
1979,0.433,2175,FR,8
1983,0.44,2175,FR,8
1987,0.417,2175,FR,8
1991,0.415,2175,FR,8
1995,0.517,2175,FR,8
1999,0.448,2175,FR,8
2003,0.305,2175,FR,8
2007,0.356,2175,FR,2
2011,0.373,2175,FR,2
2015,0.319,2175,FR,2
1975,0.43,2542,SO,9
1979,0.427,2542,SO,9
1983,0.392,2542,SO,9
1987,0.399,2542,SO,9
1991,0.325,2542,SO,9
1995,0.238,2542,SO,9
1999,0.29,2542,SO,9
2003,0.274,2542,SO,11
2007,0.312,2542,SO,11
2011,0.302,2542,SO,11
2015,0.316,2542,SO,11
1975,0.301,6606,GE,9
1979,0.412,6606,GE,9
1983,0.285,6606,GE,9
1987,0.256,6606,GE,9
1991,0.3,6606,GE,9
1995,0.266,6606,GE,2
1999,0.266,6606,GE,9
2003,0.256,6606,GE,9
2007,0.231,6606,GE,11
2011,0.253,6606,GE,9
2015,0.288,6606,GE,9
1975,0.466,4022,AG,8
1979,0.529,4022,AG,8
1983,0.508,4022,AG,8
1987,0.392,4022,AG,8
1991,0.256,4022,AG,8
1995,0.224,4022,AG,8
1999,0.29,4022,AG,11
2003,0.321,4022,AG,11
2007,0.429,4022,AG,11
2011,0.356,4022,AG,11
2015,0.415,4022,AG,11
1975,0.451,5002,TI,9
1979,0.432,5002,TI,9
1983,0.444,5002,TI,9
1987,0.402,5002,TI,9
1991,0.355,5002,TI,9
1995,0.355,5002,TI,9
1999,0.309,5002,TI,9
2003,0.345,5002,TI,9
2007,0.324,5002,TI,9
2011,0.304,5002,TI,9
2015,0.294,5002,TI,9
1975,0.339,732,BE,9
1979,0.335,732,BE,9
1983,0.305,732,BE,9
1987,0.267,732,BE,9
1991,0.249,732,BE,9
1995,0.299,732,BE,9
1999,0.341,732,BE,9
2003,0.295,732,BE,2
2007,0.328,732,BE,11
2011,0.269,732,BE,11
2015,0.284,732,BE,11
1975,0.951,6052,VS,8
1979,0.898,6052,VS,8
1983,0.857,6052,VS,8
1987,0.644,6052,VS,8
1991,0.724,6052,VS,8
1995,0.587,6052,VS,8
1999,0.607,6052,VS,8
2003,0.624,6052,VS,8
2007,0.565,6052,VS,8
2011,0.559,6052,VS,8
2015,0.49,6052,VS,8
1975,0.46,2053,FR,8
1979,0.336,2053,FR,8
1983,0.355,2053,FR,8
1987,0.32,2053,FR,8
1991,0.306,2053,FR,8
1995,0.318,2053,FR,8
1999,0.387,2053,FR,8
2003,0.285,2053,FR,8
2007,0.259,2053,FR,2
2011,0.284,2053,FR,2
2015,0.261,2053,FR,2
1975,0.277,5581,VD,2
1979,0.254,5581,VD,9
1983,0.298,5581,VD,9
1987,0.281,5581,VD,9
1991,0.292,5581,VD,9
1995,0.247,5581,VD,9
1999,0.229,5581,VD,9
2003,0.211,5581,VD,2
2007,0.208,5581,VD,2
2011,0.24,5581,VD,2
2015,0.321,5581,VD,9
1975,0.492,5902,VD,11
1979,0.391,5902,VD,11
1983,0.43,5902,VD,9
1987,0.38,5902,VD,11
1991,0.392,5902,VD,11
1995,0.453,5902,VD,11
1999,0.35,5902,VD,11
2003,0.487,5902,VD,11
2007,0.434,5902,VD,11
2011,0.379,5902,VD,11
2015,0.331,5902,VD,11
1975,0.352,861,BE,2
1979,0.356,861,BE,2
1983,0.31,861,BE,2
1987,0.307,861,BE,11
1991,0.269,861,BE,11
1995,0.313,861,BE,11
1999,0.356,861,BE,11
2003,0.346,861,BE,11
2007,0.396,861,BE,11
2011,0.31,861,BE,11
2015,0.341,861,BE,11
1975,0.41,681,BE,2
1979,0.433,681,BE,7
1983,0.419,681,BE,7
1987,0.299,681,BE,2
1991,0.374,681,BE,7
1995,0.417,681,BE,7
1999,0.26,681,BE,11
2003,0.565,681,BE,7
2007,0.319,681,BE,2
2011,0.296,681,BE,11
2015,0.315,681,BE,11
1975,0.681,3312,SG,8
1979,0.798,3312,SG,8
1983,0.753,3312,SG,8
1987,0.665,3312,SG,8
1991,0.636,3312,SG,8
1995,0.634,3312,SG,8
1999,0.368,3312,SG,11
2003,0.467,3312,SG,11
2007,0.428,3312,SG,11
2011,0.384,3312,SG,11
2015,0.433,3312,SG,11
1975,0.559,22,ZH,11
1979,0.526,22,ZH,11
1983,0.405,22,ZH,11
1987,0.478,22,ZH,11
1991,0.461,22,ZH,11
1995,0.513,22,ZH,11
1999,0.518,22,ZH,11
2003,0.482,22,ZH,11
2007,0.555,22,ZH,11
2011,0.474,22,ZH,11
2015,0.438,22,ZH,11
1975,0.445,2882,BL,11
1979,0.392,2882,BL,11
1983,0.41,2882,BL,11
1987,0.379,2882,BL,11
1991,0.406,2882,BL,11
1995,0.296,2882,BL,11
1999,0.469,2882,BL,11
2003,0.453,2882,BL,11
2007,0.473,2882,BL,11
2011,0.461,2882,BL,11
2015,0.478,2882,BL,11
1975,0.306,5512,VD,9
1979,0.3,5512,VD,9
1983,0.33,5512,VD,9
1987,0.327,5512,VD,9
1991,0.31,5512,VD,9
1995,0.261,5512,VD,9
1999,0.333,5512,VD,9
2003,0.233,5512,VD,11
2007,0.246,5512,VD,2
2011,0.273,5512,VD,11
2015,0.256,5512,VD,9
1975,0.568,3211,SG,8
1979,0.57,3211,SG,8
1983,0.473,3211,SG,8
1987,0.442,3211,SG,8
1991,0.426,3211,SG,8
1995,0.342,3211,SG,8
1999,0.296,3211,SG,8
2003,0.33,3211,SG,11
2007,0.352,3211,SG,11
2011,0.318,3211,SG,11
2015,0.366,3211,SG,11
1975,0.408,4891,TG,11
1979,0.41,4891,TG,11
1983,0.337,4891,TG,11
1987,0.322,4891,TG,11
1991,0.304,4891,TG,11
1995,0.336,4891,TG,11
1999,0.377,4891,TG,11
2003,0.437,4891,TG,11
2007,0.435,4891,TG,11
2011,0.41,4891,TG,11
2015,0.411,4891,TG,11
1975,0.692,23,ZH,11
1979,0.618,23,ZH,11
1983,0.458,23,ZH,11
